time,init_lnnum,vehnum,speed,x,y,signal
46,2,515,15,2,260,red
46,0,516,15,0,250,red
46,0,517,15,0,230,red
46,1,518,15,1,240,red
46,2,519,15,2,240,red
46,1,520,15,1,220,red
46,2,521,15,2,215,red
46,0,522,15,0,210,red
46,2,523,15,2,190,red
46,0,524,20,0,190,red
46,1,525,15,1,195,red
46,1,526,20,1,170,red
46,2,527,15,2,165,red
46,3,528,0,3,70,red
46,4,529,10,2,135,red
46,0,530,20,0,160,red
46,0,531,15,0,135,red
46,1,532,20,1,130,red
46,2,533,10,2,120,red
46,1,534,15,1,105,red
46,2,535,15,2,105,red
46,4,536,0,4,80,red
46,0,537,15,0,105,red
46,0,538,20,0,85,red
46,1,539,20,1,80,red
46,2,540,15,2,85,red
46,3,541,20,3,65,red
46,1,542,15,1,50,red
46,2,543,20,2,55,red
46,4,544,15,4,45,red
46,0,545,15,0,35,red
46,2,546,20,2,30,red
47,4,478,20,2,365,red
47,4,486,15,1,355,red
47,3,489,15,2,325,red
47,3,494,15,2,150,red
47,4,495,20,1,325,red
47,3,500,0,3,80,red
47,4,501,15,2,255,red
47,2,505,15,1,360,red
47,3,506,0,3,75,red
47,2,508,15,2,340,red
47,1,509,20,0,350,red
47,0,510,15,0,370,red
47,0,511,20,0,320,red
47,1,512,15,1,300,red
47,2,513,20,2,305,red
47,1,514,15,1,275,red
47,2,515,15,2,275,red
47,0,516,15,0,265,red
47,0,517,15,0,245,red
47,1,518,15,1,255,red
47,2,519,15,2,255,red
47,1,520,15,1,235,red
47,2,521,20,2,235,red
47,0,522,15,0,225,red
47,2,523,20,2,210,red
47,0,524,15,0,205,red
47,1,525,20,1,215,red
47,1,526,15,1,185,red
47,2,527,20,2,185,red
47,3,528,0,3,70,red
47,4,529,15,2,150,red
47,0,530,20,0,180,red
47,0,531,15,0,150,red
47,1,532,20,1,150,red
47,2,533,10,2,130,red
47,1,534,15,1,120,red
47,2,535,10,2,115,red
47,4,536,0,4,80,red
47,0,537,15,0,120,red
47,0,538,15,0,100,red
47,1,539,15,1,95,red
47,2,540,15,2,100,red
47,3,541,0,3,65,red
47,1,542,15,1,65,red
47,2,543,20,2,75,red
47,4,544,15,4,60,red
47,0,545,15,0,50,red
47,2,546,20,2,50,red
48,4,478,15,2,380,red
48,4,486,0,1,355,red
48,3,489,10,2,335,red
48,3,494,20,2,170,red
48,4,495,15,1,340,red
48,3,500,0,3,80,red
48,4,501,15,2,270,red
48,2,505,15,1,375,red
48,3,506,0,3,75,red
48,2,508,20,2,360,red
48,1,509,15,0,365,red
48,0,510,15,0,385,red
48,0,511,15,0,335,red
48,1,512,15,1,315,red
48,2,513,15,2,320,red
48,1,514,15,1,290,red
48,2,515,15,2,290,red
48,0,516,20,0,285,red
48,0,517,15,0,260,red
48,1,518,15,1,270,red
48,2,519,15,2,270,red
48,1,520,15,1,250,red
48,2,521,15,2,250,red
48,0,522,15,0,240,red
48,2,523,20,2,230,red
48,0,524,15,0,220,red
48,1,525,15,1,230,red
48,1,526,20,1,205,red
48,2,527,15,2,200,red
48,3,528,0,3,70,red
48,4,529,20,2,170,red
48,0,530,20,0,200,red
48,0,531,20,0,170,red
48,1,532,20,1,170,red
48,2,533,15,2,145,red
48,1,534,15,1,135,red
48,2,535,10,2,125,red
48,4,536,0,4,80,red
48,0,537,15,0,135,red
48,0,538,15,0,115,red
48,1,539,20,1,115,red
48,2,540,10,2,110,red
48,3,541,0,3,65,red
48,1,542,15,1,80,red
48,2,543,20,2,95,red
48,4,544,15,4,75,red
48,0,545,15,0,65,red
48,2,546,15,2,65,red
48,1,547,15,1,15,red
49,4,486,0,1,355,red
49,3,489,15,2,350,red
49,3,494,20,2,190,red
49,4,495,10,1,350,red
49,3,500,0,3,80,red
49,4,501,15,2,285,red
49,3,506,0,3,75,red
49,2,508,15,2,375,red
49,1,509,15,0,380,red
49,0,511,15,0,335,red
49,1,512,15,1,330,red
49,2,513,10,2,330,red
49,1,514,20,1,310,red
49,2,515,20,2,310,red
49,0,516,15,0,300,red
49,0,517,15,0,275,red
49,1,518,15,1,285,red
49,2,519,15,2,285,red
49,1,520,15,1,265,red
49,2,521,15,2,265,red
49,0,522,15,0,255,red
49,2,523,15,2,245,red
49,0,524,15,0,235,red
49,1,525,15,1,245,red
49,1,526,20,1,225,red
49,2,527,15,2,215,red
49,3,528,0,3,70,red
49,4,529,15,2,185,red
49,0,530,15,0,215,red
49,0,531,20,0,190,red
49,1,532,20,1,190,red
49,2,533,15,2,160,red
49,1,534,15,1,150,red
49,2,535,15,2,140,red
49,4,536,0,4,80,red
49,0,537,20,0,155,red
49,0,538,15,0,130,red
49,1,539,15,1,130,red
49,2,540,10,2,120,red
49,3,541,0,3,65,red
49,1,542,15,1,95,red
49,2,543,10,2,105,red
49,4,544,0,4,75,red
49,0,545,15,0,80,red
49,2,546,20,2,85,red
49,1,547,20,1,35,red
49,0,548,20,0,20,red
50,4,486,10,1,365,green
50,3,489,20,2,370,green
50,3,494,20,2,210,green
50,4,495,15,0,365,green
50,3,500,10,3,90,green
50,4,501,20,2,305,green
50,3,506,0,3,75,green
50,2,508,15,2,390,green
50,0,511,15,0,335,green
50,1,512,15,1,345,green
50,2,513,15,2,345,green
50,1,514,15,1,325,green
50,2,515,15,2,325,green
50,0,516,20,0,320,green
50,0,517,20,0,295,green
50,1,518,15,1,300,green
50,2,519,20,2,305,green
50,1,520,15,1,280,green
50,2,521,15,2,280,green
50,0,522,15,0,270,green
50,2,523,15,2,260,green
50,0,524,15,0,250,green
50,1,525,15,1,260,green
50,1,526,15,1,240,green
50,2,527,20,2,235,green
50,3,528,0,3,70,green
50,4,529,0,2,185,green
50,0,530,15,0,230,green
50,0,531,20,0,210,green
50,1,532,15,1,205,green
50,2,533,15,2,175,green
50,1,534,15,1,165,green
50,2,535,15,2,155,green
50,4,536,10,4,90,green
50,0,537,15,0,170,green
50,0,538,15,0,145,green
50,1,539,15,1,145,green
50,2,540,15,2,135,green
50,3,541,0,3,65,green
50,1,542,15,1,110,green
50,2,543,10,2,115,green
50,4,544,0,4,75,green
50,0,545,15,0,95,green
50,2,546,15,2,100,green
50,1,547,20,1,55,green
50,0,548,15,0,35,green
50,2,549,20,2,20,green
51,4,486,15,1,380,green
51,3,489,15,2,385,green
51,3,494,15,2,225,green
51,4,495,20,0,385,green
51,3,500,20,3,110,green
51,4,501,15,2,320,green
51,3,506,5,3,80,green
51,0,511,15,0,335,green
51,1,512,15,1,360,green
51,2,513,15,2,360,green
51,1,514,15,1,340,green
51,2,515,15,2,340,green
51,0,516,10,0,330,green
51,0,517,15,0,310,green
51,1,518,15,1,315,green
51,2,519,15,2,320,green
51,1,520,15,1,295,green
51,2,521,15,2,295,green
51,0,522,15,0,285,green
51,2,523,15,2,275,green
51,0,524,15,0,265,green
51,1,525,15,1,275,green
51,1,526,15,1,255,green
51,2,527,20,2,255,green
51,3,528,0,3,70,green
51,4,529,10,2,195,green
51,0,530,15,0,245,green
51,0,531,15,0,225,green
51,1,532,20,1,225,green
51,2,533,20,1,195,green
51,1,534,20,1,185,green
51,2,535,15,2,170,green
51,4,536,20,4,110,green
51,0,537,20,0,190,green
51,0,538,20,0,165,green
51,1,539,15,1,160,green
51,2,540,15,2,150,green
51,3,541,0,3,65,green
51,1,542,15,1,125,green
51,2,543,15,2,130,green
51,4,544,10,4,85,green
51,0,545,20,0,115,green
51,2,546,10,2,110,green
51,1,547,15,1,70,green
51,0,548,15,0,50,green
51,2,549,15,2,35,green
51,0,550,20,0,20,green
51,1,551,20,1,20,green
52,3,489,15,2,385,red
52,3,494,15,2,240,red
52,3,500,20,3,110,red
52,4,501,15,2,335,red
52,3,506,0,3,80,red
52,0,511,15,0,350,red
52,1,512,15,1,375,red
52,2,513,20,2,380,red
52,1,514,15,1,355,red
52,2,515,15,2,355,red
52,0,516,0,0,330,red
52,0,517,15,0,325,red
52,1,518,20,1,335,red
52,2,519,15,2,335,red
52,1,520,15,1,310,red
52,2,521,20,2,315,red
52,0,522,15,0,300,red
52,2,523,15,2,290,red
52,0,524,15,0,280,red
52,1,525,15,1,290,red
52,1,526,15,1,270,red
52,2,527,15,2,270,red
52,3,528,5,3,75,red
52,4,529,20,2,215,red
52,0,530,15,0,260,red
52,0,531,15,0,240,red
52,1,532,20,1,245,red
52,2,533,15,1,210,red
52,1,534,5,1,190,red
52,2,535,20,2,190,red
52,4,536,15,4,125,red
52,0,537,15,0,205,red
52,0,538,20,0,185,red
52,1,539,20,1,180,red
52,2,540,15,2,165,red
52,3,541,0,3,65,red
52,1,542,15,1,140,red
52,2,543,15,2,145,red
52,4,544,15,4,100,red
52,0,545,15,0,130,red
52,2,546,15,2,125,red
52,1,547,15,1,85,red
52,0,548,20,0,70,red
52,2,549,15,2,50,red
52,0,550,20,0,40,red
52,1,551,20,1,40,red
52,1,552,15,1,15,red
52,2,553,15,2,15,red
53,3,494,15,2,240,red
53,3,500,20,3,130,red
53,4,501,15,2,350,red
53,3,506,0,3,80,red
53,0,511,20,0,370,red
53,2,513,20,2,380,red
53,1,514,15,1,370,red
53,2,515,15,2,370,red
53,0,516,5,0,335,red
53,0,517,0,0,325,red
53,1,518,15,1,350,red
53,2,519,15,2,350,red
53,1,520,20,1,330,red
53,2,521,15,2,330,red
53,0,522,20,0,320,red
53,2,523,15,2,305,red
53,0,524,15,0,295,red
53,1,525,15,1,305,red
53,1,526,15,1,285,red
53,2,527,15,2,285,red
53,3,528,0,3,75,red
53,4,529,15,2,230,red
53,0,530,15,0,275,red
53,0,531,15,0,255,red
53,1,532,20,1,265,red
53,2,533,20,1,230,red
53,1,534,15,1,205,red
53,2,535,15,2,205,red
53,4,536,5,3,130,red
53,0,537,20,0,225,red
53,0,538,15,0,200,red
53,1,539,5,1,185,red
53,2,540,15,2,180,red
53,3,541,5,3,70,red
53,1,542,20,1,160,red
53,2,543,15,2,160,red
53,4,544,20,4,120,red
53,0,545,20,0,150,red
53,2,546,15,2,140,red
53,1,547,20,1,105,red
53,0,548,20,0,90,red
53,2,549,20,2,70,red
53,0,550,15,0,55,red
53,1,551,15,1,55,red
53,1,552,15,1,30,red
53,2,553,20,2,35,red
54,3,494,15,2,255,red
54,3,500,5,2,135,red
54,4,501,15,2,365,red
54,3,506,0,3,80,red
54,0,511,20,0,390,red
54,1,514,15,1,370,red
54,2,515,5,2,375,red
54,0,516,10,0,345,red
54,0,517,5,0,330,red
54,1,518,15,1,365,red
54,2,519,15,2,365,red
54,1,520,15,1,345,red
54,2,521,15,2,345,red
54,0,522,0,0,320,red
54,2,523,15,2,320,red
54,0,524,20,0,315,red
54,1,525,20,1,325,red
54,1,526,15,1,300,red
54,2,527,15,2,300,red
54,3,528,0,3,75,red
54,4,529,5,2,235,red
54,0,530,15,0,290,red
54,0,531,15,0,270,red
54,1,532,15,1,280,red
54,2,533,20,1,250,red
54,1,534,20,1,225,red
54,2,535,15,2,220,red
54,4,536,5,2,135,red
54,0,537,20,0,245,red
54,0,538,15,0,215,red
54,1,539,15,1,200,red
54,2,540,15,2,195,red
54,3,541,0,3,70,red
54,1,542,15,1,175,red
54,2,543,15,2,175,red
54,4,544,5,3,125,red
54,0,545,20,0,170,red
54,2,546,15,2,155,red
54,1,547,15,1,120,red
54,0,548,15,0,105,red
54,2,549,20,2,90,red
54,0,550,15,0,70,red
54,1,551,20,1,75,red
54,1,552,15,1,45,red
54,2,553,15,2,50,red
55,3,494,20,2,275,red
55,3,500,15,2,150,red
55,4,501,5,2,370,red
55,3,506,0,3,80,red
55,1,514,15,1,370,red
55,2,515,10,2,385,red
55,0,516,20,0,365,red
55,0,517,10,0,340,red
55,1,518,20,0,385,red
55,2,519,5,2,370,red
55,1,520,15,1,360,red
55,2,521,15,2,360,red
55,0,522,5,0,325,red
55,2,523,20,2,340,red
55,0,524,0,0,315,red
55,1,525,15,1,340,red
55,1,526,15,1,315,red
55,2,527,15,2,315,red
55,3,528,0,3,75,red
55,4,529,15,2,250,red
55,0,530,15,0,305,red
55,0,531,15,0,285,red
55,1,532,15,1,295,red
55,2,533,15,1,265,red
55,1,534,20,1,245,red
55,2,535,10,2,230,red
55,4,536,15,2,150,red
55,0,537,15,0,260,red
55,0,538,15,0,230,red
55,1,539,15,1,215,red
55,2,540,15,2,210,red
55,3,541,0,3,70,red
55,1,542,15,1,190,red
55,2,543,15,2,190,red
55,4,544,5,2,130,red
55,0,545,20,0,190,red
55,2,546,15,2,170,red
55,1,547,15,1,135,red
55,0,548,15,0,120,red
55,2,549,15,2,105,red
55,0,550,15,0,85,red
55,1,551,15,1,90,red
55,1,552,15,1,60,red
55,2,553,15,2,65,red
55,0,554,15,0,15,red
55,2,555,20,2,20,red
56,3,494,15,2,290,red
56,3,500,15,2,165,red
56,4,501,10,2,380,red
56,3,506,0,3,80,red
56,1,514,20,1,390,red
56,0,516,20,0,365,red
56,0,517,20,0,360,red
56,2,519,5,2,370,red
56,1,520,5,1,365,red
56,2,521,5,2,365,red
56,0,522,10,0,335,red
56,2,523,15,2,355,red
56,0,524,5,0,320,red
56,1,525,15,1,355,red
56,1,526,15,1,330,red
56,2,527,15,2,330,red
56,3,528,0,3,75,red
56,4,529,15,2,265,red
56,0,530,5,0,310,red
56,0,531,15,0,300,red
56,1,532,15,1,310,red
56,2,533,20,1,285,red
56,1,534,15,1,260,red
56,2,535,15,2,245,red
56,4,536,15,2,165,red
56,0,537,20,0,280,red
56,0,538,20,0,250,red
56,1,539,20,1,235,red
56,2,540,15,2,225,red
56,3,541,0,3,70,red
56,1,542,20,1,210,red
56,2,543,15,2,205,red
56,4,544,10,2,140,red
56,0,545,20,0,210,red
56,2,546,15,2,185,red
56,1,547,20,1,155,red
56,0,548,15,0,135,red
56,2,549,15,2,120,red
56,0,550,20,0,105,red
56,1,551,20,1,110,red
56,1,552,15,1,75,red
56,2,553,15,2,80,red
56,0,554,15,0,30,red
56,2,555,20,2,40,red
56,1,556,20,1,20,red
57,3,494,20,2,310,red
57,3,500,15,2,180,red
57,3,506,0,3,80,red
57,0,516,20,0,365,red
57,0,517,0,0,360,red
57,2,519,5,2,375,red
57,1,520,15,1,380,red
57,2,521,0,2,365,red
57,0,522,15,0,350,red
57,2,523,5,2,360,red
57,0,524,10,0,330,red
57,1,525,5,1,360,red
57,1,526,15,1,345,red
57,2,527,15,2,345,red
57,3,528,0,3,75,red
57,4,529,15,2,280,red
57,0,530,5,0,315,red
57,0,531,5,0,305,red
57,1,532,15,1,325,red
57,2,533,15,1,300,red
57,1,534,15,1,275,red
57,2,535,15,2,260,red
57,4,536,15,2,180,red
57,0,537,15,0,295,red
57,0,538,20,0,270,red
57,1,539,20,1,255,red
57,2,540,15,2,240,red
57,3,541,0,3,70,red
57,1,542,20,1,230,red
57,2,543,15,2,220,red
57,4,544,20,2,160,red
57,0,545,20,0,230,red
57,2,546,15,2,200,red
57,1,547,15,1,170,red
57,0,548,20,0,155,red
57,2,549,15,2,135,red
57,0,550,20,0,125,red
57,1,551,20,1,130,red
57,1,552,15,1,90,red
57,2,553,20,2,100,red
57,0,554,20,0,50,red
57,2,555,20,2,60,red
57,1,556,20,1,40,red
57,0,557,15,0,15,red
57,2,558,20,2,20,red
58,3,494,15,2,325,red
58,3,500,15,2,195,red
58,3,506,0,3,80,red
58,0,516,15,0,380,red
58,0,517,0,0,360,red
58,2,519,10,2,385,red
58,2,521,0,2,365,red
58,0,522,5,0,355,red
58,2,523,0,2,360,red
58,0,524,15,0,345,red
58,1,525,15,1,375,red
58,1,526,10,1,355,red
58,2,527,10,2,355,red
58,3,528,0,3,75,red
58,4,529,15,2,295,red
58,0,530,10,0,325,red
58,0,531,5,0,310,red
58,1,532,15,1,340,red
58,2,533,15,1,315,red
58,1,534,15,1,290,red
58,2,535,15,2,275,red
58,4,536,15,2,195,red
58,0,537,5,0,300,red
58,0,538,20,0,290,red
58,1,539,15,1,270,red
58,2,540,15,2,255,red
58,3,541,0,3,70,red
58,1,542,15,1,245,red
58,2,543,15,2,235,red
58,4,544,15,2,175,red
58,0,545,15,0,245,red
58,2,546,15,2,215,red
58,1,547,15,1,185,red
58,0,548,15,0,170,red
58,2,549,15,2,150,red
58,0,550,20,0,145,red
58,1,551,15,1,145,red
58,1,552,15,1,105,red
58,2,553,15,2,115,red
58,0,554,15,0,65,red
58,2,555,15,2,75,red
58,1,556,15,1,55,red
58,0,557,15,0,30,red
58,2,558,20,2,40,red
59,3,494,15,2,340,red
59,3,500,15,2,210,red
59,3,506,0,3,80,red
59,0,517,0,0,360,red
59,2,521,0,2,365,red
59,0,522,0,0,355,red
59,2,523,0,2,360,red
59,0,524,5,0,350,red
59,1,526,10,1,355,red
59,2,527,0,2,355,red
59,3,528,0,3,75,red
59,4,529,15,2,310,red
59,0,530,15,0,340,red
59,0,531,10,0,320,red
59,1,532,10,1,350,red
59,2,533,20,1,335,red
59,1,534,15,1,305,red
59,2,535,15,2,290,red
59,4,536,15,2,210,red
59,0,537,5,0,305,red
59,0,538,5,0,295,red
59,1,539,15,1,285,red
59,2,540,15,2,270,red
59,3,541,0,3,70,red
59,1,542,20,1,265,red
59,2,543,15,2,250,red
59,4,544,15,2,190,red
59,0,545,15,0,260,red
59,2,546,15,2,230,red
59,1,547,20,1,205,red
59,0,548,15,0,185,red
59,2,549,20,2,170,red
59,0,550,20,0,165,red
59,1,551,15,1,160,red
59,1,552,15,1,120,red
59,2,553,15,2,130,red
59,0,554,15,0,80,red
59,2,555,20,2,95,red
59,1,556,15,1,70,red
59,0,557,15,0,45,red
59,2,558,20,2,60,red
59,0,559,15,0,15,red
59,1,560,15,1,15,red
59,2,561,15,2,15,red
